"prioridad","score","empresa","segmento","subtipo_rubro","localidad","direccion_detectada","provincia","amba_confirmado","tamano_validado","contactos_en_base","con_email","con_telefono","tiene_decisor","cargos_conocidos","fuente_principal","estado_enriquecimiento","apollo_org_id","dominio","empleados","decisor_nombre","decisor_cargo","decisor_email","en_secuencia","notas"
"A2","6","Bovis Lend S.a./ Obra Puerto Madero","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Ingeniero","CONTACTO COMERCIAL.xlsx (2005)","PENDIENTE","","","","","","","NO",""
"A2","6","Boyano Buffa & Cia SACIFIA","Industrial_Otros","ENVASES PLASTICOS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","BRUNO E HIJOS SRL","Industrial_Otros","SANITARIOS","","CHIVILCOY 1447","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Buenos Aires Television","Industrial_Otros","AGENCIA DE PUBLICIDAD","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","0","SI","Gerente Tecnico","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","Buonofiglio Instalaciones","Industrial_Otros","","Caba","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Proyectista","Participantes y Encuesta WEBINARs v1.xlsx - PARTICIPANTES","PENDIENTE","","","","","","","NO",""
"A2","6","C+p Instalaciones/ Obra Pombo - Cemic Av Coronel Días 2423","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2009)","PENDIENTE","","","","","","","NO",""
"A2","6","CAF LA OCNEXION SRL","Industrial_Otros","SANITARIOS","","FRANCISCO CRESPO 2031","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","California","Industrial_Otros","LIMPIEZA DE TANQUES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Caputo S.a./ Obra el Faro- Nordelta","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2009)","PENDIENTE","","","","","","","NO",""
"A2","6","Caputo Saic y F/ Obra Pombo- Cemic Av Coronel Días 2423","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","CARLOS FONTANARI SA","Industrial_Otros","SANITARIOS","","IRALA 367","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","CARRASCO SRL","Industrial_Otros","SANITARIOS","","PEDRO CARRASCO 538","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Casa Astri Saci","Industrial_Otros","Industria_Metal","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","6","Casa Notari","Industrial_Otros","LLAVEROS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","CASA RALBA SA","Industrial_Otros","SANITARIOS","","REP DE VENEZUELA 2418 PB LCL","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Castrol Argentina","Industrial_Otros","LUBRICANTES ESPECIALES","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","2","1","SI","Marketing","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","CIDEF ARGENTINA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","6","Cientifica Central Sacifi","Industrial_Otros","Industria_Metal","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","6","CINTA DE TEFLON SUMET SRL","Industrial_Otros","SANITARIOS","","AV DR NICOLAS AVELLANEDA 3942 2 C","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","COINTER SA","Industrial_Otros","SANITARIOS","","SAN BLAS 4050 LINEA ROTAT","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","COLACE Y CIA SRL","Industrial_Otros","SANITARIOS","","PJE TOBAS 3559","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Colgate Palmolive S.a.i.c","Industrial_Otros","COSMETICOS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","2","1","SI","Analista de Trade Marketing","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Colombo y Magliano","Industrial_Otros","CEREALES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Armando","CONTACTO COMERCIAL.xlsx (2005)","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio de Propietarios Caseros Park","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio de Propietarios Conesa 2056/66","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","SeÃ±or","CONTACTO COMERCIAL.xlsx (2010)","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio de Propietarios Dr Libertad 1559","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Doctor","CONTACTO COMERCIAL.xlsx (2010)","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio de Propietarios Río Plaza","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","SeÃ±or","CONTACTO COMERCIAL.xlsx (2009)","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio de Propietarios S","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","Consorcio Garay 612","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2009)","PENDIENTE","","","","","","","NO",""
"A2","6","Constructora Sudamericana S.a - Obra Forum Puerto Madero","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2010)","PENDIENTE","","","","","","","NO",""
"A2","6","Consultrade","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","SeÃ±or","CONTACTO COMERCIAL.xlsx (2010)","PENDIENTE","","","","","","","NO",""
"A2","6","Corpack","Industrial_Otros","CARTON CORRUGADO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Costructora Sudamericana","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Licenciado","CONTACTO COMERCIAL.xlsx (2010)","PENDIENTE","","","","","","","NO",""
"A2","6","Craveri","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Jefe de Mantenimiento","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","Crear Sistemas","Industrial_Otros","ESTUDIANTE","CABA","","Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","5","5","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","Criba S.a / Obra Village Rocoleta Mall","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","Criba S.a./ Obra Sheraton Tucumán","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2009)","PENDIENTE","","","","","","","NO",""
"A2","6","Criba SA - Obra:praia Boquero Nordelta","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2006)","PENDIENTE","","","","","","","NO",""
"A2","6","Cronos S.a.i.c","Industrial_Otros","Industria_Metal","Munro","","Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","6","Dalkia Argentina/ Obra Residencia Uade","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Jefe de Mantenimiento","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","DAMAN SA","Industrial_Otros","SANITARIOS","","PARAGUAY 2446 PB LCL","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Dayma Argentina","Industrial_Otros","HERRAJES PARA MUEBLES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Decavial S.a.i.c.a.c","Industrial_Otros","CAL","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","DERSA SA","Industrial_Otros","SANITARIOS","","AV ALBERDI 2937","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Detexa S.R.L.","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","0","SI","Gerente | Dibujante","Participantes y Encuesta WEBINARs v1.xlsx - PARTICIPANTES","PENDIENTE","","","","","","","NO",""
"A2","6","Dinatecnica","Industrial_Otros","Email_Unico","Villa Martelli","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","2","1","SI","Jefa de Recursos Humanos","TEMP_LINKSUNICOS","PENDIENTE","","","","","","","NO",""
"A2","6","DISAG SRL","Industrial_Otros","SANITARIOS","","AV JOSE M MORENO 784","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","DISBASA SA","Industrial_Otros","SANITARIOS","","CRISOLOGO LARRALDE 3721","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","DOMUS ROBOTICA AMBIENTAL SA","Industrial_Otros","SANITARIOS","","PROVINCIA DE TUCUMAN 358 4 PISO","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Du Pont Argentina","Industrial_Otros","IMPORTADOR","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","0","SI","Representante Ventas","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","Eg3 del Cerro","Industrial_Otros","ESTACION DE SERVICIO","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","0","SI","Gerente Comercial | Gerente | Socio Gerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","EILBERG SRL","Industrial_Otros","SANITARIOS","","AV SAN MARTIN 7126","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","EL PAMPERO SRL","Industrial_Otros","SANITARIOS","","BAT DE RINCON 989","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","Elf Lubricantes Argentina","Industrial_Otros","LUBRICANTES","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","2","1","SI","Gerente Comercial","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Embajada Britanica","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","SeÃ±or","CONTACTO COMERCIAL.xlsx (2010)","PENDIENTE","","","","","","","NO",""
"A2","6","EMEDE SRL","Industrial_Otros","SANITARIOS","","BAUNESS 2942","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","EMPRESA GUANZETTI SA","Industrial_Otros","SANITARIOS","","CALLE 24 1575 ESQ 65","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","EMPSA SA","Industrial_Otros","SANITARIOS","","ESTEBAN AGUSTIN GAZCON 1172","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","EMU ESTABLECIMIENTOS METALURGICOS UNIDOS","Industrial_Otros","MetalÃºrgicas y siderÃºrgicas","CAPITAL FEDERAL","","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Gerente","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","6","ESCCA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","6","Estudio AI","Construccion_Ingenieria","Estudio AI","","Tte. Gral. J. D. Perón 1730 P. 2 Of. 31","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","13","13","0","SI","Coordinador de Instalaciones Sanitarias | DueÃ±o","EK_CHARLAS_14_11.xlsx - Hoja1","PENDIENTE","","","","","","","NO",""
"A2","6","Estudio Aisenson/ Obra 3 de Febrero","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Arquitecto","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","6","Estudio de Arquitectura","Construccion_Ingenieria","ESTUDIO DE ARQUITECTURA","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","5","5","0","SI","Arquitecto","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","Eurolighting S a","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","Excelling SA","Industrial_Otros","","","Presidente M T De Alvear 1261","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","6","Express","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","0","SI","Socio Gerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","6","Facil Estant","Industrial_Otros","ESTANTERIAS DE MADERA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","Fadi S.a.i.c","Industrial_Otros","CONFECCIONES, UNIFORMES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","FALZONE SANITARIOS SA","Industrial_Otros","SANITARIOS","","AV FRANCISCO BEIRO 4688 PB LCL","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
